sent.no	1	s	_	_2	_3	_4	_5	_6	_7	_8	ratio
53427	53812	.	_	PUNCT	_	_	_	_	_	_	0.92
53441											0.92
53441	53814	זאָגט	_	VERB	_	_	_	_	_	_	0.92
53441	53815	ער	_	PRON	_	_	_	_	_	_	0.92
53441	53816	:	_	PUNCT	_	_	_	_	_	_	0.92
53441	53817	„	_	PUNCT	_	_	_	_	_	_	0.92
53441	53818	איך	_	PRON	_	_	_	_	_	_	0.92
53441	53819	קער	_	_	_	_	_	_	_	_	0.92
53441	53820	זיך	_	PRON	_	_	_	_	_	_	0.92
53441	53821	מיטן	_	X	_	_	_	_	_	_	0.92
53441	53822	רב	_	NOUN	_	_	_	_	_	_	0.92
53441	53823	ניט	_	PART	_	_	_	_	_	_	0.92
53441	53824	אָן	_	ADP	_	_	_	_	_	_	0.92
53441	53825	“	_	PUNCT	_	_	_	_	_	_	0.92
53441	53826	.	_	PUNCT	_	_	_	_	_	_	0.92
53455											0.77
53455	53828	זאָג	_	VERB	_	_	_	_	_	_	0.77
53455	53829	איך	_	PRON	_	_	_	_	_	_	0.77
53455	53830	:	_	PUNCT	_	_	_	_	_	_	0.77
53455	53831	„	_	PUNCT	_	_	_	_	_	_	0.77
53455	53832	אָבּער	_	_	_	_	_	_	_	_	0.77
53455	53833	דער	_	DET	_	_	_	_	_	_	0.77
53455	53834	רב	_	NOUN	_	_	_	_	_	_	0.77
53455	53835	דאַרף	_	AUX	_	_	_	_	_	_	0.77
53455	53836	געבּן	_	_	_	_	_	_	_	_	0.77
53455	53837	דעם	_	DET	_	_	_	_	_	_	0.77
53455	53838	גט	_	_	_	_	_	_	_	_	0.77
53455	53839	“	_	PUNCT	_	_	_	_	_	_	0.77
53455	53840	.	_	PUNCT	_	_	_	_	_	_	0.77
53469											0.67
53469	53842	ס'איז	_	_	_	_	_	_	_	_	0.67
53469	53843	געבּליבּן	_	_	_	_	_	_	_	_	0.67
53469	53844	,	_	PUNCT	_	_	_	_	_	_	0.67
53469	53845	אַז	_	SCONJ	_		_	_	_	_	0.67
53469	53846	מיר	_	PRON	_	_	_	_	_	_	0.67
53469	53847	בּיידע	_	_	_	_	_	_	_	_	0.67
53469	53848	זאָלן	_	AUX	_	_	_	_	_	_	0.67
53469	53849	חתמענען	_	VERB	_	_	_	_	_	_	0.67
53469	53850	.	_	PUNCT	_	_	_	_	_	_	0.67
53479											0.76
53479	53852	איך	_	PRON	_	_	_	_	_	_	0.76
53479	53853	בּין	_	AUX	_	_	_	_	_	_	0.76
53479	53854	געקומען	_	VERB	_	_	_	_	_	_	0.76
53479	53855	מיטן	_	X	_	_	_	_	_	_	0.76
53479	53856	רב	_	NOUN	_	_	_	_	_	_	0.76
53479	53857	צו	_	ADP	_	_	_	_	_	_	0.76
53479	53858	גראַף	_	NOUN	_	_	_	_	_	_	0.76
53479	53859	וואַכטמייסטער	_	_	_	_	_	_	_	_	0.76
53479	53860	,	_	PUNCT	_	_	_	_	_	_	0.76
53479	53861	ער	_	PRON	_	_	_	_	_	_	0.76
53479	53862	האָט	_	X	_		_	_	_	_	0.76
53479	53863	צונויפגעשטעלט	_	_	_	_	_	_	_	_	0.76
53479	53864	אַ	_	DET	_	_	_	_	_	_	0.76
53479	53865	שריפט	_	_	_	_	_	_	_	_	0.76
53479	53866	,	_	PUNCT	_	_	_	_	_	_	0.76
53479	53867	מיר	_	PRON	_	_	_	_	_	_	0.76
53479	53868	האָבּן	_	X	_	_	_	_	_	_	0.76
53479	53869	דאָס	_	DET	_	_	_	_	_	_	0.76
53479	53870	בּיידע	_	_	_	_	_	_	_	_	0.76
53479	53871	געחתמעט	_	_	_	_	_	_	_	_	0.76
53479	53872	,	_	PUNCT	_	_	_	_	_	_	0.76
53479	53873	און	_	CCONJ	_	_	_	_	_	_	0.76
53479	53874	דער	_	DET	_	_	_	_	_	_	0.76
53479	53875	רב	_	NOUN	_	_	_	_	_	_	0.76
53479	53876	האָט	_	X	_		_	_	_	_	0.76
53479	53877	געקריגן	_	_	_	_	_	_	_	_	0.76
53479	53878	פופציג	_	_	_	_	_	_	_	_	0.76
53479	53879	דוקאַטן	_	NOUN	_	_	_	_	_	_	0.76
53479	53880	.	_	PUNCT	_	_	_	_	_	_	0.76
53509											0.5
53509	53882	יעקוב	_	_	_	_	_	_	_	_	0.5
53509	53883	בּלאָנדעל	_	_	_	_	_	_	_	_	0.5
53509	53884	האָט	_	X	_		_	_	_	_	0.5
53509	53885	זיך	_	PRON	_	_	_	_	_	_	0.5
53509	53886	געמוזט	_	_	_	_	_	_	_	_	0.5
53509	53887	שטעלן	_	_	_	_	_	_	_	_	0.5
53509	53888	פאַרן	_	_	_	_	_	_	_	_	0.5
53509	53889	בּית	_	_	_	_	_	_	_	_	0.5
53509	53890	-	_	PUNCT	_	_	_	_	_	_	0.5
53509	53891	דין	_	NOUN	_	_	_	_	_	_	0.5
53509	53892	און	_	CCONJ	_	_	_	_	_	_	0.5
53509	53893	געבּן	_	_	_	_	_	_	_	_	0.5
53509	53894	גט	_	_	_	_	_	_	_	_	0.5
53509	53895	לפי	_	_	_	_	_	_	_	_	0.5
53509	53896	דין	_	NOUN	_	_	_	_	_	_	0.5
53509	53897	ודת	_	_	_	_	_	_	_	_	0.5
53509	53898	תּורתנו	_	_	_	_	_	_	_	_	0.5
53509	53899	[	_	_	_	_	_	_	_	_	0.5
53509	53900	לויט	_	_	_	_	_	_	_	_	0.5
53509	53901	דעם	_	DET	_	_	_	_	_	_	0.5
53509	53902	געזעץ	_	NOUN	_	_	_	_	_	_	0.5
53509	53903	פון	_	ADP	_	_	_	_	_	_	0.5
53509	53904	אונזער	_	_	_	_	_	_	_	_	0.5
53509	53905	תּורה	_	NOUN	_	_	_	_	_	_	0.5
53509	53906	]	_	_	_	_	_	_	_	_	0.5
53509	53907	,	_	PUNCT	_	_	_	_	_	_	0.5
53509	53908	און	_	CCONJ	_	_	_	_	_	_	0.5
53509	53909	דער	_	DET	_	_	_	_	_	_	0.5
53509	53910	רב	_	NOUN	_	_	_	_	_	_	0.5
53509	53911	האָט	_	X	_		_	_	_	_	0.5
53509	53912	געקריגן	_	_	_	_	_	_	_	_	0.5
53509	53913	זיין	_	_	_	_	_	_	_	_	0.5
53509	53914	געלט	_	NOUN	_	_	_	_	_	_	0.5
53509	53915	.	_	PUNCT	_	_	_	_	_	_	0.5
53544											0.68
53544	53917	דער	_	DET	_	_	_	_	_	_	0.68
53544	53918	דאָזיגער	_	_	_	_	_	_	_	_	0.68
53544	53919	בּלאָנדעל	_	_	_	_	_	_	_	_	0.68
53544	53920	איז	_	X	_		_	_	_	_	0.68
53544	53921	דאָך	_	ADV	_	_	_	_	_	_	0.68
53544	53922	געבּליבּן	_	_	_	_	_	_	_	_	0.68
53544	53923	קאַמערדינער	_	_	_	_	_	_	_	_	0.68
53544	53924	בּאַ	_	_	_	_	_	_	_	_	0.68
53544	53925	דער	_	DET	_	_	_	_	_	_	0.68
53544	53926	קיניגן	_	_	_	_	_	_	_	_	0.68
53544	53927	און	_	CCONJ	_	_	_	_	_	_	0.68
53544	53928	האָט	_	X	_		_	_	_	_	0.68
53544	53929	נאָך	_	X	_	_	_	_	_	_	0.68
53544	53930	אַמאָל	_	ADV	_	_	_	_	_	_	0.68
53544	53931	חתונה	_	NOUN	_	_	_	_	_	_	0.68
53544	53932	געהאַט	_	VERB	_	_	_	_	_	_	0.68
53544	53933	מיט	_	ADP	_	_	_	_	_	_	0.68
53544	53934	אַ	_	DET	_	_	_	_	_	_	0.68
53544	53935	בּירגער	_	_	_	_	_	_	_	_	0.68
53544	53936	-	_	PUNCT	_	_	_	_	_	_	0.68
53544	53937	טאָכטער	_	NOUN	_	_	_	_	_	_	0.68
53544	53938	.	_	PUNCT	_	_	_	_	_	_	0.68
53567											0.67
53567	53940	פאַר	_	_	_	_	_	_	_	_	0.67
53567	53941	עטליכע	_	_	_	_	_	_	_	_	0.67
53567	53942	יאָרן	_	NOUN	_	_	_	_	_	_	0.67
53567	53943	איז	_	X	_		_	_	_	_	0.67
53567	53944	ער	_	PRON	_	_	_	_	_	_	0.67
53567	53945	אַהער	_	ADV	_	_	_	_	_	_	0.67
53567	53946	איז	_	X	_		_	_	_	_	0.67
53567	53947	געקומען	_	VERB	_	_	_	_	_	_	0.67
53567	53948	איינער	_	PRON	_	_	_	_	_	_	0.67
53567	53949	פון	_	ADP	_	_	_	_	_	_	0.67
53567	53950	סטרעליץ	_	_	_	_	_	_	_	_	0.67
53567	53951	וּשמו	_	_	_	_	_	_	_	_	0.67
53567	53952	דוד	_	PROPN	_	_	_	_	_	_	0.67
53567	53953	ש	_	_	_	_	_	_	_	_	0.67
53567	53954	.	_	PUNCT	_	_	_	_	_	_	0.67
53583											0.54
53583	53956	ער	_	PRON	_	_	_	_	_	_	0.54
53583	53957	האָט	_	X	_		_	_	_	_	0.54
53583	53958	געגאָסן	_	_	_	_	_	_	_	_	0.54
53583	53959	אַזוינע	_	_	_	_	_	_	_	_	0.54
53583	53960	ציגערנע	_	_	_	_	_	_	_	_	0.54
53583	53961	שנאָלן	_	NOUN	_	_	_	_	_	_	0.54
53583	53962	און	_	CCONJ	_	_	_	_	_	_	0.54
53583	53963	פלעגט	_	_	_	_	_	_	_	_	0.54
53583	53964	דערמיט	_	ADV	_	_	_	_	_	_	0.54
53583	53965	גיין	_	_	_	_	_	_	_	_	0.54
53583	53966	אויפן	_	_	_	_	_	_	_	_	0.54
53583	53967	לאַנד	_	NOUN	_	_	_	_	_	_	0.54
53583	53968	.	_	PUNCT	_	_	_	_	_	_	0.54
53597											0.78
53597	53970	ער	_	PRON	_	_	_	_	_	_	0.78
53597	53971	האָט	_	X	_		_	_	_	_	0.78
53597	53972	זיך	_	PRON	_	_	_	_	_	_	0.78
53597	53973	אָבּער	_	_	_	_	_	_	_	_	0.78
53597	53974	דערמיט	_	ADV	_	_	_	_	_	_	0.78
53597	53975	ניט	_	PART	_	_	_	_	_	_	0.78
53597	53976	געקאָנט	_	AUX	_	_	_	_	_	_	0.78
53597	53977	שפּייזן	_	_	_	_	_	_	_	_	0.78
53597	53978	.	_	PUNCT	_	_	_	_	_	_	0.78
53607											0.7
53607	53980	ער	_	PRON	_	_	_	_	_	_	0.7
53607	53981	איז	_	X	_		_	_	_	_	0.7
53607	53982	געקומען	_	VERB	_	_	_	_	_	_	0.7
53607	53983	אַהער	_	ADV	_	_	_	_	_	_	0.7
53607	53984	און	_	CCONJ	_	_	_	_	_	_	0.7
53607	53985	איז	_	X	_		_	_	_	_	0.7
53607	53986	געגאַנ-	_	_	_	_	_	_	_	_	0.7
53607	53987	גען	_	_	_	_	_	_	_	_	0.7
53607	53988	צו	_	ADP	_	_	_	_	_	_	0.7
53607	53989	ר	_	X	_	_	_	_	_	_	0.7
53607	53990	'	_	_	_	_	_	_	_	_	0.7
53607	53991	אַליהו	_	_	_	_	_	_	_	_	0.7
53607	53992	סטרעליץ	_	_	_	_	_	_	_	_	0.7
53607	53993	,	_	PUNCT	_	_	_	_	_	_	0.7
53607	53994	דער	_	DET	_	_	_	_	_	_	0.7
53607	53995	האָט	_	X	_		_	_	_	_	0.7
53607	53996	געהאַט	_	VERB	_	_	_	_	_	_	0.7
53607	53997	אַ	_	DET	_	_	_	_	_	_	0.7
53607	53998	טאַבּאַקפאַבּריק	_	_	_	_	_	_	_	_	0.7
53607	53999	.	_	PUNCT	_	_	_	_	_	_	0.7
53628											0.69
53628	54001	ער	_	PRON	_	_	_	_	_	_	0.69
53628	54002	האָט	_	X	_		_	_	_	_	0.69
53628	54003	אים	_	PRON	_	_	_	_	_	_	0.69
53628	54004	געבּעטן	_	_	_	_	_	_	_	_	0.69
53628	54005	,	_	PUNCT	_	_	_	_	_	_	0.69
53628	54006	ער	_	PRON	_	_	_	_	_	_	0.69
53628	54007	זאָל	_	AUX	_	_	_	_	_	_	0.69
53628	54008	אים	_	PRON	_	_	_	_	_	_	0.69
53628	54009	געבּן	_	_	_	_	_	_	_	_	0.69
53628	54010	אַבּיסל	_	_	_	_	_	_	_	_	0.69
53628	54011	רויכערטאַבּאַק	_	_	_	_	_	_	_	_	0.69
53628	54012	און	_	CCONJ	_	_	_	_	_	_	0.69
53628	54013	שמעקטאַבּאַק	_	_	_	_	_	_	_	_	0.69
53628	54014	אויף	_	ADP	_	_	_	_	_	_	0.69
53628	54015	קרעדיט	_	NOUN	_	_	_	_	_	_	0.69
53628	54016	,	_	PUNCT	_	_	_	_	_	_	0.69
53628	54017	ער	_	PRON	_	_	_	_	_	_	0.69
53628	54018	וועט	_	X	_	_	_	_	_	_	0.69
53628	54019	דערמיט	_	ADV	_	_	_	_	_	_	0.69
53628	54020	גיין	_	_	_	_	_	_	_	_	0.69
53628	54021	אויפן	_	_	_	_	_	_	_	_	0.69
53628	54022	לאַנד	_	NOUN	_	_	_	_	_	_	0.69
53628	54023	.	_	PUNCT	_	_	_	_	_	_	0.69
53628	54024	ר	_	X	_	_	_	_	_	_	0.69
53628	54025	'	_	_	_	_	_	_	_	_	0.69
53628	54026	אַליהו	_	_	_	_	_	_	_	_	0.69
53628	54027	האָט	_	X	_		_	_	_	_	0.69
53628	54028	אים	_	PRON	_	_	_	_	_	_	0.69
53628	54029	געגעבּן	_	_	_	_	_	_	_	_	0.69
53628	54030	אויף	_	ADP	_	_	_	_	_	_	0.69
53628	54031	קרעדיט	_	NOUN	_	_	_	_	_	_	0.69
53628	54032	.	_	PUNCT	_	_	_	_	_	_	0.69
53661											0.62
53661	54034	ער	_	PRON	_	_	_	_	_	_	0.62
53661	54035	איז	_	X	_		_	_	_	_	0.62
53661	54036	אַרומגעפאָרן	_	_	_	_	_	_	_	_	0.62
53661	54037	אין	_	ADP	_	_	_	_	_	_	0.62
53661	54038	די	_	DET	_	_	_	_	_	_	0.62
53661	54039	נאָהענטסטע	_	_	_	_	_	_	_	_	0.62
53661	54040	קליינע	_	_	_	_	_	_	_	_	0.62
53661	54041	שטעטלאַך	_	_	_	_	_	_	_	_	0.62
53661	54042	און	_	CCONJ	_	_	_	_	_	_	0.62
53661	54043	האָט	_	X	_		_	_	_	_	0.62
53661	54044	דאָס	_	DET	_	_	_	_	_	_	0.62
53661	54045	אָפּגעזעצט	_	_	_	_	_	_	_	_	0.62
53661	54046	.	_	PUNCT	_	_	_	_	_	_	0.62
53675											0.77
53675	54048	ווען	_	_	_	_	_	_	_	_	0.77
53675	54049	ר	_	X	_	_	_	_	_	_	0.77
53675	54050	'	_	_	_	_	_	_	_	_	0.77
53675	54051	אליהו	_	PROPN	_	_	_	_	_	_	0.77
53675	54052	האָט	_	X	_		_	_	_	_	0.77
53675	54053	געזעהן	_	_	_	_	_	_	_	_	0.77
53675	54054	,	_	PUNCT	_	_	_	_	_	_	0.77
53675	54055	אַז	_	SCONJ	_		_	_	_	_	0.77
53675	54056	ער	_	PRON	_	_	_	_	_	_	0.77
53675	54057	זעצט	_	_	_	_	_	_	_	_	0.77
53675	54058	גוט	_	X	_	_	_	_	_	_	0.77
53675	54059	אָפּ	_	ADJ	_	_	_	_	_	_	0.77
53675	54060	,	_	PUNCT	_	_	_	_	_	_	0.77
53675	54061	האָט	_	X	_		_	_	_	_	0.77
53675	54062	ער	_	PRON	_	_	_	_	_	_	0.77
53675	54063	אים	_	PRON	_	_	_	_	_	_	0.77
53675	54064	וואָס	_	X	_	_	_	_	_	_	0.77
53675	54065	אַמאָל	_	ADV	_	_	_	_	_	_	0.77
53675	54066	פאַרגרעסערט	_	_	_	_	_	_	_	_	0.77
53675	54067	דעם	_	DET	_	_	_	_	_	_	0.77
53675	54068	קרעדיט	_	NOUN	_	_	_	_	_	_	0.77
53675	54069	.	_	PUNCT	_	_	_	_	_	_	0.77
53698											0.67
53698	54071	דער	_	DET	_	_	_	_	_	_	0.67
53698	54072	דאָזיגער	_	_	_	_	_	_	_	_	0.67
53698	54073	ר	_	X	_	_	_	_	_	_	0.67
53698	54074	'	_	_	_	_	_	_	_	_	0.67
53698	54075	דוד	_	PROPN	_	_	_	_	_	_	0.67
53698	54076	איז	_	X	_		_	_	_	_	0.67
53698	54077	געקומען	_	VERB	_	_	_	_	_	_	0.67
53698	54078	צו	_	ADP	_	_	_	_	_	_	0.67
53698	54079	מיר	_	PRON	_	_	_	_	_	_	0.67
53698	54080	און	_	CCONJ	_	_	_	_	_	_	0.67
53698	54081	האָט	_	X	_		_	_	_	_	0.67
53698	54082	מיך	_	PRON	_	_	_	_	_	_	0.67
53698	54083	געבּעטן	_	_	_	_	_	_	_	_	0.67
53698	54084	,	_	PUNCT	_	_	_	_	_	_	0.67
53698	54085	ער	_	PRON	_	_	_	_	_	_	0.67
53698	54086	וויל	_	_	_	_	_	_	_	_	0.67
53698	54087	זיך	_	PRON	_	_	_	_	_	_	0.67
53698	54088	דאָ	_	X	_	_	_	_	_	_	0.67
53698	54089	נעמען	_	VERB	_	_	_	_	_	_	0.67
53698	54090	קיום	_	_	_	_	_	_	_	_	0.67
53698	54091	[	_	_	_	_	_	_	_	_	0.67
53698	54092	וואוינרעכט	_	_	_	_	_	_	_	_	0.67
53698	54093	]	_	_	_	_	_	_	_	_	0.67
53698	54094	אַלס	_	ADP	_	_	_	_	_	_	0.67
53698	54095	אַ	_	DET	_	_	_	_	_	_	0.67
53698	54096	קאָרקנמאַכער	_	_	_	_	_	_	_	_	0.67
53698	54097	.	_	PUNCT	_	_	_	_	_	_	0.67
53726											0.5
53726	54099	אַזוינע	_	_	_	_	_	_	_	_	0.5
53726	54100	קיומים	_	_	_	_	_	_	_	_	0.5
53726	54101	האָבּן	_	X	_	_	_	_	_	_	0.5
53726	54102	דאָ	_	X	_	_	_	_	_	_	0.5
53726	54103	ניט	_	PART	_	_	_	_	_	_	0.5
53726	54104	טייער	_	_	_	_	_	_	_	_	0.5
53726	54105	געקאָסט	_	_	_	_	_	_	_	_	0.5
53726	54106	.	_	PUNCT	_	_	_	_	_	_	0.5
53735											0.79
53735	54108	איך	_	PRON	_	_	_	_	_	_	0.79
53735	54109	זאָל	_	AUX	_	_	_	_	_	_	0.79
53735	54110	אים	_	PRON	_	_	_	_	_	_	0.79
53735	54111	געבּן	_	_	_	_	_	_	_	_	0.79
53735	54112	אַן	_	DET	_	_	_	_	_	_	0.79
53735	54113	אַטעסטאַט	_	NOUN	_	_	_	_	_	_	0.79
53735	54114	,	_	PUNCT	_	_	_	_	_	_	0.79
53735	54115	אַז	_	SCONJ	_		_	_	_	_	0.79
53735	54116	ער	_	PRON	_	_	_	_	_	_	0.79
53735	54117	איז	_	X	_		_	_	_	_	0.79
53735	54118	אַן	_	DET	_	_	_	_	_	_	0.79
53735	54119	ערליכער	_	_	_	_	_	_	_	_	0.79
53735	54120	מאַן	_	NOUN	_	_	_	_	_	_	0.79
53735	54121	,	_	PUNCT	_	_	_	_	_	_	0.79
53735	54122	אַנדערש	_	ADJ	_	_	_	_	_	_	0.79
53735	54123	קאָן	_	NOUN	_	_	_	_	_	_	0.79
53735	54124	ער	_	PRON	_	_	_	_	_	_	0.79
53735	54125	דאָ	_	X	_	_	_	_	_	_	0.79
53735	54126	קיין	_	X	_	_	_	_	_	_	0.79
53735	54127	קיומים	_	_	_	_	_	_	_	_	0.79
53735	54128	ניט	_	PART	_	_	_	_	_	_	0.79
53735	54129	קריגן	_	_	_	_	_	_	_	_	0.79
53735	54130	,	_	PUNCT	_	_	_	_	_	_	0.79
53735	54131	אָהן	_	_	_	_	_	_	_	_	0.79
53735	54132	אַן	_	DET	_	_	_	_	_	_	0.79
53735	54133	אַטעסטאַט	_	NOUN	_	_	_	_	_	_	0.79
53735	54134	פונם	_	_	_	_	_	_	_	_	0.79
53735	54135	פּרנס	_	NOUN	_	_	_	_	_	_	0.79
53735	54136	.	_	PUNCT	_	_	_	_	_	_	0.79
53765											0.79
53765	54138	זאָג	_	VERB	_	_	_	_	_	_	0.79
53765	54139	איך	_	PRON	_	_	_	_	_	_	0.79
53765	54140	צו	_	ADP	_	_	_	_	_	_	0.79
53765	54141	אים	_	PRON	_	_	_	_	_	_	0.79
53765	54142	:	_	PUNCT	_	_	_	_	_	_	0.79
53765	54143	„	_	PUNCT	_	_	_	_	_	_	0.79
53765	54144	ליבּער	_	_	_	_	_	_	_	_	0.79
53765	54145	פריינט	_	_	_	_	_	_	_	_	0.79
53765	54146	,	_	PUNCT	_	_	_	_	_	_	0.79
53765	54147	איך	_	PRON	_	_	_	_	_	_	0.79
53765	54148	קען	_	AUX	_	_	_	_	_	_	0.79
53765	54149	אייך	_	_	_	_	_	_	_	_	0.79
53765	54150	ניט	_	PART	_	_	_	_	_	_	0.79
53765	54151	,	_	PUNCT	_	_	_	_	_	_	0.79
53765	54152	ווי	_	X	_	_	_	_	_	_	0.79
53765	54153	אַזוי	_	ADV	_	_	_	_	_	_	0.79
53765	54154	זאָל	_	AUX	_	_	_	_	_	_	0.79
53765	54155	איך	_	PRON	_	_	_	_	_	_	0.79
53765	54156	אייך	_	_	_	_	_	_	_	_	0.79
53765	54157	אַטעסטירן	_	_	_	_	_	_	_	_	0.79
53765	54158	,	_	PUNCT	_	_	_	_	_	_	0.79
53765	54159	אַז	_	SCONJ	_		_	_	_	_	0.79
53765	54160	איר	_	PRON	_	_	_	_	_	_	0.79
53765	54161	זיינט	_	_	_	_	_	_	_	_	0.79
53765	54162	אַן	_	DET	_	_	_	_	_	_	0.79
53765	54163	ערליכער	_	_	_	_	_	_	_	_	0.79
53765	54164	מאַן	_	NOUN	_	_	_	_	_	_	0.79
53765	54165	?	_	PUNCT	_	_	_	_	_	_	0.79
53765	54166	“	_	PUNCT	_	_	_	_	_	_	0.79
53765	54167	זאָגט	_	VERB	_	_	_	_	_	_	0.79
53765	54168	ער	_	PRON	_	_	_	_	_	_	0.79
53765	54169	:	_	PUNCT	_	_	_	_	_	_	0.79
53765	54170	„	_	PUNCT	_	_	_	_	_	_	0.79
53765	54171	ר	_	X	_	_	_	_	_	_	0.79
53765	54172	'	_	_	_	_	_	_	_	_	0.79
53765	54173	אליהו	_	PROPN	_	_	_	_	_	_	0.79
53765	54174	סטרעליץ	_	_	_	_	_	_	_	_	0.79
53765	54175	דער	_	DET	_	_	_	_	_	_	0.79
53765	54176	קען	_	AUX	_	_	_	_	_	_	0.79
53765	54177	מיך	_	PRON	_	_	_	_	_	_	0.79
53765	54178	פון	_	ADP	_	_	_	_	_	_	0.79
53765	54179	סטרעליץ	_	_	_	_	_	_	_	_	0.79
53765	54180	נאָך	_	X	_	_	_	_	_	_	0.79
53765	54181	,	_	PUNCT	_	_	_	_	_	_	0.79
53765	54182	אַז	_	SCONJ	_		_	_	_	_	0.79
53765	54183	איך	_	PRON	_	_	_	_	_	_	0.79
53765	54184	בּין	_	AUX	_	_	_	_	_	_	0.79
53765	54185	אַן	_	DET	_	_	_	_	_	_	0.79
53765	54186	ערליכער	_	_	_	_	_	_	_	_	0.79
53765	54187	מאַן	_	NOUN	_	_	_	_	_	_	0.79
53765	54188	און	_	CCONJ	_	_	_	_	_	_	0.79
53765	54189	ער	_	PRON	_	_	_	_	_	_	0.79
53765	54190	גיט	_	VERB	_	_	_	_	_	_	0.79
53765	54191	מיר	_	PRON	_	_	_	_	_	_	0.79
53765	54192	טאַבּאַק	_	_	_	_	_	_	_	_	0.79
53765	54193	אויף	_	ADP	_	_	_	_	_	_	0.79
53765	54194	קרעדיט	_	NOUN	_	_	_	_	_	_	0.79
53765	54195	פאַר	_	_	_	_	_	_	_	_	0.79
53765	54196	אַ	_	DET	_	_	_	_	_	_	0.79
53765	54197	סך	_	ADV	_	_	_	_	_	_	0.79
53765	54198	הונדערטער	_	NOUN	_	_	_	_	_	_	0.79
53765	54199	טאָלער‟	_	_	_	_	_	_	_	_	0.79
53765	54200	זאָג	_	VERB	_	_	_	_	_	_	0.79
53765	54201	איך	_	PRON	_	_	_	_	_	_	0.79
53765	54202	צו	_	ADP	_	_	_	_	_	_	0.79
53765	54203	אים	_	PRON	_	_	_	_	_	_	0.79
53765	54204	:	_	PUNCT	_	_	_	_	_	_	0.79
53765	54205	„	_	PUNCT	_	_	_	_	_	_	0.79
53765	54206	בריינגט	_	_	_	_	_	_	_	_	0.79
53765	54207	מיר	_	PRON	_	_	_	_	_	_	0.79
53765	54208	שריפטליך	_	_	_	_	_	_	_	_	0.79
53765	54209	פון	_	ADP	_	_	_	_	_	_	0.79
53765	54210	ר	_	X	_	_	_	_	_	_	0.79
53765	54211	'	_	_	_	_	_	_	_	_	0.79
53765	54212	אליהון	_	PROPN	_	_	_	_	_	_	0.79
53765	54213	,	_	PUNCT	_	_	_	_	_	_	0.79
53765	54214	אַז	_	SCONJ	_		_	_	_	_	0.79
53765	54215	איר	_	PRON	_	_	_	_	_	_	0.79
53765	54216	זייט	_	_	_	_	_	_	_	_	0.79
53765	54217	אַן	_	DET	_	_	_	_	_	_	0.79
53765	54218	ערליכער	_	_	_	_	_	_	_	_	0.79
53765	54219	מאַן	_	NOUN	_	_	_	_	_	_	0.79
53765	54220	,	_	PUNCT	_	_	_	_	_	_	0.79
53765	54221	אַז	_	SCONJ	_		_	_	_	_	0.79
53765	54222	ער	_	PRON	_	_	_	_	_	_	0.79
53765	54223	נעמט	_	VERB	_	_	_	_	_	_	0.79
53765	54224	דאָס	_	DET	_	_	_	_	_	_	0.79
53765	54225	אויף	_	ADP	_	_	_	_	_	_	0.79
53765	54226	זיך	_	PRON	_	_	_	_	_	_	0.79
53765	54227	,	_	PUNCT	_	_	_	_	_	_	0.79
53765	54228	אויבּ	_	_	_	_	_	_	_	_	0.79
53765	54229	איך	_	PRON	_	_	_	_	_	_	0.79
53765	54230	זאָל	_	AUX	_	_	_	_	_	_	0.79
53765	54231	אַמאָל	_	ADV	_	_	_	_	_	_	0.79
53765	54232	האָבּן	_	X	_	_	_	_	_	_	0.79
53765	54233	דערפון	_	_	_	_	_	_	_	_	0.79
53765	54234	צרות	_	NOUN	_	_	_	_	_	_	0.79
53765	54235	“	_	PUNCT	_	_	_	_	_	_	0.79
53765	54236	.	_	PUNCT	_	_	_	_	_	_	0.79
53865											0.8
53865	54238	ער	_	PRON	_	_	_	_	_	_	0.8
53865	54239	האָט	_	X	_		_	_	_	_	0.8
53865	54240	דאָס	_	DET	_	_	_	_	_	_	0.8
53865	54241	מיר	_	PRON	_	_	_	_	_	_	0.8
53865	54242	געבּראַכט	_	_	_	_	_	_	_	_	0.8
53865	54243	שריפטליך	_	_	_	_	_	_	_	_	0.8
53865	54244	,	_	PUNCT	_	_	_	_	_	_	0.8
53865	54245	און	_	CCONJ	_	_	_	_	_	_	0.8
53865	54246	איך	_	PRON	_	_	_	_	_	_	0.8
53865	54247	האָבּ	_	X	_	_	_	_	_	_	0.8
53865	54248	אים	_	PRON	_	_	_	_	_	_	0.8
53865	54249	געגעבּן	_	_	_	_	_	_	_	_	0.8
53865	54250	אַן	_	DET	_	_	_	_	_	_	0.8
53865	54251	אַטעסטאַט	_	NOUN	_	_	_	_	_	_	0.8
53865	54252	.	_	PUNCT	_	_	_	_	_	_	0.8
53881											0.69
53881	54254	ס'האָט	_	_	_	_	_	_	_	_	0.69
53881	54255	ניט	_	PART	_	_	_	_	_	_	0.69
53881	54256	לאַנג	_	X	_	_	_	_	_	_	0.69
53881	54257	געדויערט	_	_	_	_	_	_	_	_	0.69
53881	54258	,	_	PUNCT	_	_	_	_	_	_	0.69
53881	54259	איז	_	X	_		_	_	_	_	0.69
53881	54260	בּאַ	_	_	_	_	_	_	_	_	0.69
53881	54261	אים	_	PRON	_	_	_	_	_	_	0.69
53881	54262	אַרויס	_	_	_	_	_	_	_	_	0.69
53881	54263	אַ	_	DET	_	_	_	_	_	_	0.69
