unique	NE
אַלטערקע	PER
אַלטשולער	PER
אליא	PER
אָליא	PER
אָליאַ	PER
אָליאַן	PER
אַליאָשאַ	PER
אליה	PER
אליהו	PER
אליהוּ	PER
אליהוּ-בּרוך	PER
אליהו-זלמן	PER
אליהוּ רבּי	PER
אָליטסקי	PER
אָליטצקי	PER
אלימלך	PER
אָלימצקי	PER
אַלינער	PER
אלינקע	PER
אליעזר	PER
אליקום	PER
אליקים	PER
אַלכּסנדר	PER
אַלמאַן	PER
אלמי	PER
אָלניאַנסקי	PER
אלעזר	PER
אַלעסקאָ	PER
אַלעקס	PER
אַלעקסאַדער	PER
אַלעקסאַנדער	PER
אָלעקסאַנדראָוו	PER
אַלעקסאַנדראָװ	PER
אָלעקסאַנדראָװ	PER
אַלעקסאַנדראָװיטש	PER
אַלפּעראָוויטש	PER
אַלפּעראָװיטש	PER
אַלפּערט	PER
אַלפּערין	PER
אַלקאַן	PER
אַלקאָן	PER
אָלקעניצקי	PER
אָלשאַנעצקי	PER
אַמאַטין	PER
אַמאַליע	PER
אַמאַסיאַ	PER
אַמזעל	PER
אַנאַ	PER
אַנאַטאָל	PER
אַנדזשאַ	PER
אַנטאָװיל	PER
אַנטאָװילסקא	PER
אַניטאַ	PER
אַנילעװיטש	PER
אַניסמאַן	PER
אַניע	PER
אניעלא	PER
אנכי	PER
אננאַ	PER
אַננאַ	PER
אַנ-סקי	PER
אַנעטאַ	PER
אַנציפּאָוויטש	PER
אַנציפּאָװיטש	PER
אַנקאַ	PER
אַנשל	PER
אַנשעל	PER
אַנשעלע	PER
אַס	PER
אָסאָװיצקי	PER
אָסאָפֿסקי	PER
אָסטאָפּאָליער	PER
אָסטראָווסקי	PER
אָסטראָװסקי	PER
אַסטראָף	PER
אָסטראָף	PER
אָסטראָפּאָלער	PER
אָסטריצקי	PER
אָסיפּ	PER
אָסיפּאָװיטש	PER
אַסנה	PER
אָסקאָװיטש	PER
אָסקאַר	PER
אסתר	PER
אסתּר	PER
אסתּרל	PER
אסתר-רחל	PER
אסתּר-רחל	PER
אסתר-רחל קאַמינסקי בּיים ייוואָ	PER
אָפּאטאַשו	PER
אַפּאָטהעקער	PER
אַפּאָלאָװיטש	PER
אַפּאָלאָף	PER
אַפּאַלאָפֿיטש	PER
אַפּטייקער	PER
אַפּטײקער	PER
אַפּעל	PER
אַפּעלאויג	PER
אַפּעלבּוים	PER
אָפּענהײם	PER
אָפּעסקין	PER
אַפּפֿעלבּױם	PER
אָפפערמאַן	PER
אפרים	PER
אפּרים	PER
אפֿרים	PER
אפֿרים-יצחק	PER
אפרים-פישל	PER
אפֿרים-פֿישל	PER
אפרת	PER
אָקודזשאַװאַ	PER
אַקמאַן	PER
אַקסעלראד	PER
אַקסעלראַד	PER
אַקסענפעלד	PER
אַקסענפֿעלד	PER
אַקערמאַן	PER
אַראָן	PER
אַראָנאָוויטש	PER
אַראַנאָװיטש	PER
אַראָנאָװיטש	PER
אַראָנטשיק	PER
אַראַנסאָן	PER
אַראָנסאָן	PER
אַראָנעס	PER
אָרזשעווסקאַיאַ	PER
אָרזשעװסקאַיאַ	PER
אַרטהור	PER
אַרטוּר	PER
אַרטעף	PER
אַרי	PER
אריה	PER
אַריה	PER
אריה-לײבּ	PER
אריעל	PER
אַריעל	PER
אריק	PER
אָרליוק	PER
אָרלעסקא	PER
אַרן	PER
אַרנאָלד	PER
אַרנאָלף	PER
אַרנאָן	PER
אַרנזמאַן	PER
ארנשטיין	PER
אַרנשטיין	PER
ארנשטײן	PER
אַרנשטײן	PER
אַרנשטײַן	PER
אָרענשטיין	PER
אָרענשטײן	PER
אַרצישעווסקאַ	PER
אַרצישעװסקאַ	PER
ארקא	PER
אַרקאָ	PER
אַרקאַדי	PER
אַש	PER
אַש-אווערבּוך	PER
אשכנזי	PER
אשכּנזי	PER
אַשענדאָרף	PER
אָשעראָוויטש	PER
אָשעראָװיטש	PER
אשר	PER
אָשר	PER
אשר-זעליג	PER
אָשרל	PER
אשר-לייבּ	PER
אשר-לײבּ	PER
אָשרקע	PER
ב.	PER
בּ.	PER
ב. י.	PER
בּאַבּין	PER
בּאבּעלע	PER
בּאַבּענקאָ	PER
בּאָבּראָװ	PER
בּאָגאַרט	PER
בּאָגדאַנסקי	PER
בּאָגוסלאַװ	PER
באַדאַנע	PER
בּאַדאַנעס	PER
בּאַדיאָן	PER
בּאַדין	PER
בּאדער	PER
בּאַדער	PER
בּאָדער	PER
בּאָהער	PER
בּאָוושאָווער	PER
בּאַומאַן	PER
בּאָוּמפֿעלד	PER
בּאָװאָװעק	PER
בּאָװשאָװער	PER
בּאַזילער	PER
בּאָזיק	PER
בּאַזעלינסקי	PER
בּאָזשיק	PER
בּאטאשאַנסקי	PER
בּאָטוויניק	PER
בּאָטװיניק	PER
בּאַטקע	PER
בּאַטשעלעס	PER
בּאָיאַרסקא	PER
בּאָיאַרסקאַ	PER
בּאָיאַרסקי	PER
בּאָיאַרסקי-בּאָגאַרט	PER
באַך	PER
בּאַכנאָװ	PER
בּאַלאַן	PER
בּאַלאַסנײַע	PER
בּאַלבּירסקי	PER
בּאָלק	PER
בּאַלקין	PER
באָנאַפּאַרט	PER
באָנאַפּאַרטע	PER
בּאָנוס	PER
באָנטשע	PER
בּאָנטשע	PER
בּאַננקאָוו	PER
בּאַנקאָוו	PER
בּאַנקאָװ	PER
בּאַסטאמסקי	PER
בּאַסיאַ	PER
בּאסין	PER
בּאַסין	PER
באַסיע	PER
בּאַסיע	PER
בּאַסלאַווסקי	PER
בּאַסלאַװסקי	PER
בּאָסמאַן	PER
בּאַסנער	PER
בּאַסענקאָ	PER
בּאַקאָוו	PER
בּאַקאָװ	PER
בּאַקאָן	PER
בּאָקמאַן	PER
בּאַקער	PER
בּאַקשט	PER
בּאָקשטײן	PER
בּאַקשטן	PER
בּאָקשיצקי	PER
באָראָדין	PER
בּאַראָדקין	PER
בּאָראָװיק	PER
בּאַראַט	PER
בּאַראָטאָוו	PER
בּאַראָטאָװ	PER
בּאַראָן	PER
בּאַראַנאָװיטש	PER
בּאַראָנדעס	PER
בּאַראַס	PER
בּאַראָסאָ	PER
בּאַראַץ	PER
בּאַראַקאַן	PER
בּאַרבּור	PER
בּאַרבּער	PER
בּאַרדאַקין	PER
בּאַרדט	PER
בּאָרדיזשאַנער	PER
בּאַרדיטשעווער	PER
בּאַרדיטשעװער	PER
בּארוּך	PER
בּאָרוכאָױיטש	PER
בּאַרזעל	PER
באַרטאָלדי	PER
בּאַרטפֿעלד	PER
בּארטשעווסקא	PER
בּארטשעװסקא	PER
באָריס	PER
בּאָריס	PER
בּאריסאוו	PER
בּאָריסאָוואַ	PER
בּאריסאװ	PER
בּאָריסאָװאַ	PER
בּאָריסאָװער	PER
בּאָריץ	PER
בּאָרישעוו	PER
בּאָרישעװ	PER
בּאַרלאַס	PER
בּאָרמאַן	PER
בּאַרנבּוים	PER
בּאַרניװ	PER
בּאַרנשטײן	PER
בּאָרנשטײן	PER
בּאַרסעל	PER
בּאַרסקא	PER
בּארסקא-פישער	PER
בּאַרסקא-פישער	PER
בּאַרסקי	PER
בּאַרענבּלאַט	PER
בּאָרענשטײן	PER
בּארקאווסקא	PER
בּארקאָװסקאַ	PER
בּאַרקאַן	PER
בּאַרקין	PER
באַשע	PER
בּאַשע	PER
באַשקע	PER
בּבּראַװערמאַן	PER
בּדחן	PER
בּדחן פון בּאָבּער, מאָהילעווער	PER
בּובּער	PER
בּודאַנאָוו	PER
בּודאַנאָװ	PER
בּודייסקי	PER
בּודײסקי	PER
בּודניק	PER
בּודקין	PER
בּוזגאן	PER
בּוזגאַן	PER
בּוזעט	PER
בּוים	PER
בּוימוואָל	PER
בּוימװאָל	PER
בּויקע	PER
בּוכוואַלד	PER
בּוכװאַלד	PER
בּולאָוו	PER
בּולאָװ	PER
בּולאַט	PER
בּולמאַן	PER
בּולקין	PER
בונים	PER
בונע	PER
בּונעם	PER
בּוּנעם	PER
בונציע	PER
בּונצע	PER
בּועז	PER
בּוקאַנסקי	PER
בּוקסענבּוים	PER
בּוקשטיין	PER
בּוקשטײן	PER
בּוראָוויק	PER
בּוראָװיק	PER
בּורדא	PER
בּורדא-אַנטאָווילסקא	PER
בּורשטיין	PER
בּורשטין	PER
בּורשטײן	PER
בּורשטײַן	PER
בּושאַנסקי	PER
בּושמאַן	PER
בּוּשעלעװיטש	PER
בּױמװאָל	PER
בּזשוסטאווסקי	PER
בּזשוסטאָװסקי	PER
בּיאלאסטאצקי	PER
בּיאַלאָסטאָצקי	PER
בּיאַלאָסטאָקי	PER
בּיאַלין	PER
בּיאַליס	PER
בּיאַליק	PER
בּיאַלקאָוויטש	PER
בּיאַלקאָװיטש	PER
בּיבּער	PER
בֿיגדור	PER
בֿיגדורל	PER
בֿיגדורקע	PER
בּידאַ	PER
בּידעסקאַ	PER
בּידערמאַן	PER
בּיטער	PER
בּיי	PER
בּייגעלמאַן	PER
בּיילין	PER
בּיילע	PER
"בּיים ייוו""א"	PER
ביינוש	PER
בּילאָטסערקאָװסקי	PER
בּילדער	PER
בּילעצסקי	PER
בּימקאָ	PER
בּינדער	PER
בּיניאַמין	PER
בּיניאָמען	PER
ביניע	PER
בינע	PER
בּינע	PER
בּינעטסקי	PER
בּינעם	PER
ביסמאַרק	PER
בּיעגין	PER
בּיעלאווסקי	PER
בּיעלאװסקי	PER
בּיעלאָצערקאָווטקי	PER
בּיעלאָצערקאָװטקי	PER
בּיעלאָצערקאָװסקי	PER
בּיעלי	PER
בּיקעלס	PER
בּיקעלס-שפּיצער	PER
בּירא	PER
בּירגמאַן	PER
בּירגער	PER
בּירזשער	PER
בּירטון	PER
בּירך	PER
בּירנאָװ	PER
בּירנבּוים	PER
בּירנבּױם	PER
בּירנבּערג	PER
בּירענבּאום	PER
בּירקענטאַל	PER
בּירשטײן	PER
בּײגלמאַן	PER
בּײגעלמאַן	PER
בּײדער	PER
בּײַל	PER
בּײלאַ	PER
בּײלין	PER
בּײלינסאָן	PER
בײלע	PER
בּײלע	PER
בײלקע	PER
בּײמװאָל	PER
בײנוש	PER
בּײנוש	PER
בײנושל	PER
בײנושקע	PER
בּײַסע	PER
בּלאַטנער	PER
בּלאָך	PER
בּלאַכמאַן	PER
בּלאַנק	PER
בּלאַק	PER
בּלאָק	PER
בּלאָשטיין	PER
בּלאָשטײן	PER
בּלויפאַרבּ	PER
בּלום	PER
בּלומבּערג	PER
בּלומגאָרטען	PER
בלומע	PER
בּלומע	PER
בּלומענטאַל	PER
בּלומענפעלד	PER
בּלומענפֿעלד	PER
בּלומענפעלד-טורקאָוו	PER
בלומקע	PER
בלומקעלע	PER
בּלומשטיין	PER
בּלומשטײן	PER
בּליאַכאַר	PER
בּליט	PER
בּליטענטאַל	PER
בּליי	PER
בּלייך	PER
בּלייכמאַן	PER
בּלייכער	PER
בּלייפער	PER
בּליישטיפט	PER
בּלינדער	PER
בּליפעלד	PER
בּליפֿעלד	PER
בּלײך	PER
בּלײכמאַן	PER
בּלײכער	PER
בּלײפער	PER
בּלײשטיפט	PER
בּלעכיר	PER
בּמציון	PER
בּן-אלי	PER
בּן-אַרי	PER
בּן-גור	PER
בּן-חײם	PER
בנימטשע	PER
בנימין	PER
בּנימין	PER
בנימין חיים	PER
בנימע	PER
בנימקע	PER
בּן-עמי	PER
בּן-צבי	PER
בּן-צבֿי	PER
בנציון	PER
בן-ציון	PER
בּנציון	PER
בּן-ציון	PER
בּנציון, דר.	PER
בנציע	PER
בּעאַטריס	PER
בּעבּאַ	PER
בּעבּע	PER
בּעדער	PER
בּעזמאַן	PER
בעטאָװען	PER
בעטי	PER
בּעטי	PER
בּעטיע	PER
בּעיקער	PER
בעל	PER
בּעל	PER
בעלאַ	PER
בּעלא	PER
בּעלאַ	PER
בּעלאגאלאווסקאַ	PER
בּעלאגאלאָװסקאַ	PER
בּעלאו	PER
בּעלאַרסקי	PER
בּעלזער	PER
בּעלין	PER
בּעלינסאָן	PER
בּעללויא	PER
בּעללויה	PER
בּעל-מחשבות	PER
בּעל-מחשבּות	PER
בּעלעזאווסקי	PER
בּעלעזאװסקי	PER
בּעלערינא	PER
בּעלפער	PER
בּעלצער	PER
בען	PER
בּען	PER
בּענדעדיקט דר.	PER
בענדעט	PER
בּענדעל	PER
בּענדער	PER
בעני	PER
בּעני	PER
בּעניאָמען	PER
בּעניע	PER
בּענעדיקט	PER
בענציע	PER
בּענציע	PER
בּענקמאַן	PER
בּעסאַראַבּאָוו	PER
בּעסאַראַבּאָװ	PER
בּעסי	PER
בּעקי	PER
בּעקלער	PER
בּעקער	PER
בּעקערמאַן	PER
בער	PER
בּער	PER
בּערבּער	PER
בּערג	PER
בּערגאלסקי	PER
בּערגהאָלץ	PER
בּערגמאן	PER
בּערגמאַן	PER
בּערגעלסאָן	PER
בּערגער	PER
בּערגרין	PER
בּערדיטשעווסקי	PER
בּערדיטשעװ	PER
בּערדיטשעװסקי	PER
בּערדיטשעװער	PER
בערוש	PER
בערטאַ	PER
בּערטא	PER
בּערטאַ	PER
בּערטאַנאָוו	PER
בּערטאַנאָװ	PER
בּערטעל	PER
בערטשע	PER
בּעריש	PER
בערל	PER
בּערל	PER
בּערלין	PER
בּערלינסקי	PER
בּערלינער	PER
בּערלעווי	PER
בּערלעװי	PER
בּערמאן	PER
בּערמאַן	PER
בּערן	PER
בערנאַרד	PER
בּערנאַרד	PER
בּערנאַרדאָ	PER
בּערנאַרדי	PER
בּערנשטיין	PER
בּערנשטײן	PER
בּערנשטײַן	PER
בּערסאן	PER
בערע	PER
בּערעזאָװסקי	PER
בערעלע	PER
בּערענשטײַן	PER
בּערעש	PER
בערציק	PER
בּערקאַוויטש	PER
בּערקאָוויטש	PER
בּערקאָווסקאַ	PER
בּערקאַװיטש	PER
בּערקאָװיטש	PER
בּערקאָװסקאַ	PER
בּערקמאַן	PER
בערקע	PER
בּערשלער	PER
בּעשטענדיג	PER
בצלאל	PER
בּצלאל	PER
בצלקע	PER
בּראַגינסקאַ	PER
בּראָדין	PER
בּראדסקי	PER
בּראָדסקי	PER
בּראָדסקײַע	PER
בּראָדער	PER
בּראַדערזאָהן	PER
בּראָדערזאָן	PER
בּראדערזינגער	PER
בראַהמס	PER
בּראון	PER
בּראַון	PER
בּראונער	PER
בּראז	PER
בּראָז	PER
בּראַט	PER
בּראַלמאַן	PER
בּראָמבּערג	PER
בּראַנדװײַן	PER
בּראַנדט	PER
בּראַנדעס	PER
בּראַנדעסקאָ	PER
בּראָניאַ	PER
בּראנעסקי	PER
בּראָנשטיין	PER
בּראָנשטײן	PER
בּראָנשטײַן	PER
בּראַסלאַײ	PER
בּראַף	PER
בּראַצלאַװסקאַ	PER
בּרודנאָ	PER
בּרודער	PER
בּרודערזאָן	PER
בּרוידא	PER
בּרוידי	PER
בּרוידע	PER
בּרוידעס	PER
בּרוין	PER
בּרוינער	PER
ברוך	PER
בּרוך	PER
בּרוּך	PER
ברוכל	PER
בּרוּך-משה	PER
בּרוּך-נחמן	PER
ברוכקע	PER
בּרומבּערג	PER
בּרומען	PER
בּרון	PER
בּרונאָוו	PER
בּרונאָװ	PER
בּרונאָף	PER
בּרונשטײן	PER
ברושקע	PER
בּרױדאָ	PER
בּרױדס	PER
בּרױדע	PER
בּרידזשער	PER
בּריה	PER
בּרייטמאן	PER
בּריל	PER
בּרין	PER
בּרינער	PER
בּריסטאָװסקי	PER
בּריסמאַן	PER
בּריסקער	PER
בּרײטמאַן	PER
ברײַנדל	PER
ברײַנדעלע	PER
ברײַנע	PER
ברײַנקע	PER
ברכה	PER
בּרכה	PER
ברכקע	PER
ברכקעלע	PER
בּרעגמאַן	PER
בּרעז	PER
בּרעט	PER
בּרעכער	PER
בּרען	PER
בּרענער	PER
בּרקסטאָוויצקי	PER
בּרקסטאָװיצקי	PER
בתיה	PER
בּתיה	PER
בת-שבֿה	PER
בּת-שׂרה	PER
ג.	PER
ג.וו.	PER
גאַבּורסקאַ	PER
גאַבּעלקאָ	PER
גאָבּערג	PER
גאָדינער	PER
גאָדיק	PER
גאָדל	PER
גאָדל ]?[	PER
גאָדמאַן	PER
גאַדע	PER
גאווא	PER
גאַזאָווסקי	PER
גאַזאָװסקי	PER
גאָזינסקי	PER
גאַזניק	PER
גאזעל	PER
גאָטלאָבּער	PER
גאָטליב	PER
גאָטליבּ	PER
גאַטלין	PER
גאָטעסמאַן	PER
גאָטעספעלד	PER
גאָטעספֿעלד	PER
גאָטער	PER
גאָטפריד	PER
גאָטפֿריד	PER
גאָטשאַלג	PER
גאכאנסקי	PER
גאָלאָבּער	PER
גאָלאָווטשינער	PER
גאָלאָװטשינער	PER
גאָלאַנד	PER
גאָלד	PER
גאָלדאַ	PER
גאָלדבּלאַט	PER
גאָלדבערג	PER
גאָלדבּערג	PER
גאלדוואורס	PER
גאָלדוואורס	PER
גאָלדװאַבּער	PER
גאָלדװאָג	PER
גאלדװאורס	PER
גאָלדװאורס	PER
גאָלדין	PER
גאָלדיצע	PER
גאָלדמאַן	PER
גאָלדע	PER
גאָלדעלע	PER
גאָלדען	PER
גאָלדענבּורג	PER
גאָלדענבּלאַט	PER
גאָלדענבערג	PER
גאָלדענבּערג	PER
גאָלדענפאָדים	PER
גאָלדענשטײן	PER
גאָלדעצקע	PER
גאָלדפאַדען	PER
גאָלדפֿאַדען	PER
גאָלדפאַרבּ	PER
גאָלדקנאָפּף	PER
גאָלדקע	PER
גאָלדשטיין	PER
גאָלדשטײן	PER
גאָלדשטײַן	PER
גאָלדשטײַן	PER
גאָלדשמידט	PER
גאָלובּ	PER
גאָלובּאַק	PER
גאָלובּאָק	PER
גאָלובּטשיק	PER
גאַלין	PER
גאַלינאַ	PER
גאלינסקי	PER
גאַלינסקי	PER
גאָלמאַן	PER
גאָלצאווא	PER
גאָלצאװא	PER
גאַמזאַטאָװ	PER
גאמעראוו	PER
גאמעראװ	PER
גאַמעראָװ	PER
גאַנאָנסקי	PER
גאַנדין	PER
גאַנז	PER
גאָנטאַר	PER
גאניקמאַן	PER
גאַנשאָף	PER
גאָנשאָר	PER
גאָסבּערג	PER
גאסטווירט	PER
גאסטװירט	PER
גאָסעט	PER
גאָסעקט	PER
גאַפֿנער	PER
גאָראָװעץ	PER
גאָרבאָי	PER
גאָרבּאָי	PER
גארבארזש	PER
גארבּארזש	PER
גאָרבּי	PER
גארבער	PER
גארבּער	PER
גאַרגיל	PER
גאָרדאָן	PER
גאָרדאַנאָװיטש	PER
גאָרדין	PER
גארטעלוויטש	PER
גארטעלװיטש	PER
גארטענבּערג	PER
גאַרטענשעיין	PER
גאַרטענשעײן	PER
גאָרין	PER
גאריעלאָוו	PER
גאריעלאָװ	PER
גאָרליצקאַ	PER
גאָרליצקאַ-ריינגלאַס	PER
גאַרמיזע	PER
גאָרעזקײַע	PER
גאָרעלאָוואַ-קאַגאַן	PER
גאָרעלאָװאַ	PER
גאָרעליק	PER
גאַרפֿינקל	PER
גארפינקעל	PER
גאַרפינקעל	PER
גאָרשמאַן	PER
גבריאל	PER
גבֿריאל	PER
גבֿריאלקע	PER
גד	PER
גדל	PER
גדליה	PER
גדליהו	PER
גדלקע	PER
גדעון	PER
גודינסקאַ	PER
גודמאַן	PER
גוּדעװיטש	PER
גודעלמאַן	PER
גוזיק	PER
גוזיקאָװ	PER
גוזמאַן	PER
גוטאָוויטש	PER
גוטאָװיטש	PER
גוטמאַן	PER
גוּטמאַן	PER
גוטע	PER
גוטענטאַג	PER
גוטערמאַן	PER
גוטקע	PER
גוטקעלע	PER
גוידא-הוידא	PER
גוירטי	PER
גולדאָן אַלפרעד	PER
גוסטאַוו	PER
גוסטאַװ	PER
גוסקין	PER
גופּקין	PER
גוראַלניק	PER
גורוויטש	PER
גורװיטש	PER
גורין	PER
גורמאן	PER
גורמאַן	PER
גורני	PER
גורסקאַ	PER
גורעוויטש	PER
גורעװיטש	PER
גוּרעװיטש	PER
גױכבּערג	PER
גזיוואַטש	PER
גזיװאַטש	PER
גזשיבּאָװיטש	PER
גיבּסאָן	PER
גיזי	PER
גיטאַ	PER
גיטל	PER
גיטע	PER
גיטעלע	PER
גיטקע	PER
גילבּערט	PER
גילדין	PER
גילדענע פּאַווע	PER
גילטמאַן	PER
גילינסקי	PER
גילמאַן	PER
גילראָד	PER
גימפּל	PER
גימפּעל	PER
גינא	PER
גינגאָלד	PER
גינזבּורג	PER
גינטער	PER
גינצבּורג	PER
גיסנעט	PER
גיראַנסקי	PER
גלאַגער	PER
גלאַדסטאָן	PER
גלאַדשטײן	PER
גלאַזונאָוו	PER
גלאַזונאָװ	PER
גלאַזמאַן	PER
גלאַזער	PER
גלאַזערמאַן	PER
גלאָטקין	PER
גלאַטשטיין	PER
גלאַטשטײן	PER
גלאַטשטײַן	PER
גלאַנץ	PER
גלאַנץ לעיעלעס	PER
גלאַץ	PER
גלאַצור	PER
גלוסקאָװ	PER
גליוויצקי	PER
גליװיצקי	PER
גלימער	PER
גלינקאַ	PER
גלינקאָװסקי	PER
גליק	PER
גליקא	PER
גליקאַ	PER
גליקמאַן	PER
גליקסמאַן	PER
גליקע	PER
גליקעלע	PER
גלישטענשטײן	PER
גלעװיצקאַ	PER
גלעזער	PER
גמליאל	PER
גנענדל	PER
גנענדעלע	PER
גנעסיע	PER
גנעסקע	PER
גנעסקעלע	PER
גנעשקע	PER
גנעשקעלע	PER
געבּורטיג	PER
געבּיל	PER
געבּירטיג	PER
געגולדיג	PER
געדולד	PER
געװירץ	PER
געזאַנג	PER
געזעלשאַפט	PER
געטאָ	PER
געטליכערמאַן	PER
געלאַצער	PER
געלבּאַרט	PER
געלבער	PER
געלבּער	PER
געלבּשטײַן	PER
געליבּטער	PER
געלינג	PER
געליס	PER
געלע	PER
געלער	PER
געלפאַנד	PER
געלקע	PER
גענאַרטע וועלט	PER
גענדלער	PER
גענדעל	PER
געניא	PER
געניאַ	PER
געניוק	PER
געניע	PER
גענפער	PER
גענשאָף	PER
געפונען[	PER
געצל	PER
געצמאַן	PER
געצעלע	PER
גערטאַ	PER
גערטלער	PER
גערטנער	PER
גערטרוד	PER
גערמאַן	PER
גערסטין	PER
גערץ	PER
גערשאָװיטש	PER
גערשאָי	PER
גערשאַנאָוויטש	PER
גערשאַנאָװיטש	PER
גערשויג	PER
גערשטײַן	PER
גערשטנפֿעלד	PER
גערשטענזאַנג	PER
גערשענסאָן	PER
געשפּאַס	PER
גפֿני	PER
גראָבּאַרד	PER
גראַגע	PER
גראָדושענסקאַ	PER
גראָדזיאַנאָװסקי	PER
גראָדזענסקי	PER
גראַדנער	PER
גראָדנער	PER
גראַדע	PER
גראובארד	PER
גראובּארד	PER
גראָטעס	PER
גראָלל	PER
גראַנאָווסקי	PER
גראַנאָװסקי	PER
גראנאך	PER
גראָנעמאַן	PER
גראס	PER
גראָס	PER
גראָסבּאַרד	PER
גראָסבּערג	PER
גראָסינגער	PER
גראסמאַן	PER
גראָסמאַן	PER
גראַף	PER
גראַפֿמאַן	PER
גראָפּער	PER
גרובּיאַן	PER
גרובער	PER
גרובּער	PER
גרודבּערג	PER
גרוזני	PER
גרוטזין	PER
גרוניך	PER
גרונם	PER
גרונע	PER
גרונקע	PER
גרונקעלע	PER
גרוס	PER
גרופט	PER
גרושקאָוו	PER
גרושקאָװ	PER
גרושקאָװסקי	PER
גרושקאָף	PER
גרױסמאַן	PER
גריידיקער	PER
גרימינגער	PER
גרין	PER
גרינבּױם	PER
גרינבּלאַט	PER
גרינבערג	PER
גרינבּערג	PER
גרינגלאָז	PER
גרינהויז	PER
גרינהױז	PER
גרינספּאַן	PER
גרינפעלד	PER
גרינפֿעלד	PER
גרינשטיין	PER
גרינשטײן	PER
גרינשפּאַן	PER
גרינשפון	PER
גרינשפּון	PER
גריסמאַן	PER
גרישא	PER
גרישאַ	PER
גרישע	PER
גרײדיקער	PER
גרעטא	PER
גרעטאַ	PER
גרענשטאַט	PER
גרשון	PER
גרשון-חיים	PER
גרשון-חײם	PER
גרשם	PER
גרשע	PER
גרשעלע	PER
גרשקע	PER
דאָבּזשאַנסקי	PER
דאָבע	PER
דאָבּקין	PER
דאָבּראָװיסקאַ	PER
דאָברוש	PER
דאָבּרושין	PER
דאָבּרושקעס	PER
דאָברע	PER
דאגים	PER
דאָדל	PER
דאובער	PER
דאובּער	PER
דאוויד	PER
דאַווידאָוו	PER
דאַווידזאָהן	PER
דאַווידזאָן	PER
דאָװיד	PER
דאַװידאָװ	PER
דאַװידזאָהן	PER
דאַװידזאָן	PER
דאַװידסאָן	PER
דאַיען	PER
דאַיען-דאָבּראָוויסקאַ	PER
דאָלדבּערג	PER
דאָלי	PER
דאָלינגער	PER
דאָליצקי	PER
דאַלסקאַ	PER
דאַלעטיצקי	PER
דאָמב	PER
דאָמבּ	PER
דאַמניץ	PER
דאַנאָװער	PER
דאַנטאָ	PER
דאַנטע	PER
דאניעל	PER
דאַניעלעװיטש	PER
דאַנע	PER
דאַנציגער	PER
דאַנציס	PER
דאָסטאָיעװסקי	PER
דאָקטאָר	PER
דאָקטאָראָוו	PER
דאָקטאָראָװ	PER
דאָראַ	PER
דאָראָטי	PER
דארעלין	PER
דאָרעלע	PER
דאָרף	PER
דאָרפזאָן	PER
דאַשעווסקי	PER
דאַשעװסקי	PER
דאַשקעוויטש	PER
דאַשקעװיטש	PER
דבֿ-בּער	PER
דב-בער	PER
דבורה	PER
דבֿורה	PER
דבֿוֹרה	PER
דבֿורהלע	PER
דבֿורטשע	PER
דבֿורקע	PER
דבֿורקעלע	PER
דוב	PER
דובֿ	PER
דובּאָװ	PER
דובֿ-בער	PER
דובּינסקאַ	PER
דובּינסקי	PER
דובּנאָװ	PER
דובער	PER
דובערוש	PER
דובּראָווינסקי	PER
דובּראָװ	PER
דובּראָװינסקי	PER
דוד	PER
דוד ]?[	PER
דוד-אריה	PER
דוד-גדליה	PER
דוד-יודל	PER
דוד-לײבּ	PER
דוד-מאיר	PER
דוד-משה	PER
דוטשא	PER
דויבער	PER
דויבּער	PER
דויד	PER
דוידל	PER
דוידקע	PER
דוליצקאיא	PER
דוליצקאַיאַ	PER
דור	PER
דורמאשקין	PER
דורמאַשקין	PER
דושמאַן	PER
דװאָסיע	PER
דװאָסקע	PER
דװאָסקעלע	PER
דװאָרקין	PER
דװאָשע	PER
דװאָשקע	PER
דװאָשקעלע	PER
דזוּשליוּס	PER
דזש.	PER
דזשאָדזש	PER
דזשאָו	PER
דזשאָזעף	PER
דזשאָזעף מ.	PER
דזשאָן	PER
דזשאן ס.	PER
דזשאַנעט	PER
דזשאַקלין	PER
דזשאַקלין-האַמער	PER
דזשארדאנאװסקי	PER
דזשאַרדען	PER
דזשוּבּי	PER
דזשוליא	PER
דזשוליאַ	PER
דזשוליוס	PER
דזשוּליוס	PER
דזשוּליוּס	PER
דזשייקאָב	PER
דזשייקאָבּ	PER
דזשייקאָבּס	PER
דזשייקאַבּסאָן	PER
דזשייקאָבּסאָן	PER
דזשייקאָב ר.	PER
דזשייקעלע	PER
דזשין	PER
דזשײקאָבּ	PER
דזשײקאָבּס	PER
דזשײקאַבּסאָן	PER
דזשײקאָבּסאָן	PER
דזשײקעלע	PER
דזשעי	PER
דזשעימז	PER
דזשעימז אַלבערט	PER
דזשעין	PER
דזשעני	PER
דזשעפֿערסאָן	PER
דזשעק	PER
דיאַנאַ	PER
דיבּעק	PER
די גילדענע פּאַווע	PER
דידזשא	PER
דייוויד	PER
דייטש	PER
דייכעס	PER
דיימאָנט	PER
דיימאָנטשטיין	PER
דיינע	PER
דייקסעל	PER
דיכטענבּערג	PER
דימאָוו	PER
דימאָװ	PER
דינאַ	PER
דינגאָל	PER
דינה	PER
דינהלע	PER
דינטענפאס	PER
דינמאַן	PER
דינעזאָן	PER
דינקע	PER
